index,country,founded,id,industry,linkedin_url,locality,name,region,size,website
108318,australia,1980.0,cimctrailers,transportation/trucking/railroad,linkedin.com/company/cimctrailers,south melbourne,cimc vehicles,victoria,10001+,cimc.com.au
114864,australia,,wa-edu,education management,linkedin.com/company/wa-edu,east perth,"department of education, western australia",western australia,10001+,education.wa.edu.au
134595,australia,1930.0,kfc-south-pacific,restaurants,linkedin.com/company/kfc-south-pacific,,kfc south pacific (yum! brands subsidiary),,10001+,kfc.com.au
142127,australia,1903.0,sydney-arts-students-society,online media,linkedin.com/company/sydney-arts-students-society,,sydney arts students society,,10001+,usydarts.com
187117,australia,2001.0,dahua-australia,information technology and services,linkedin.com/company/dahua-australia,artarmon,dahua technology australia,new south wales,10001+,
210745,australia,,hla-envirosciences,environmental services,linkedin.com/company/hla-envirosciences,,hla envirosciences,,10001+,
222475,australia,1920.0,qantas-holidays,airlines/aviation,linkedin.com/company/qantas-holidays,,qantas holidays,,10001+,
623,australia,,arbonne-independant-consultant-health-and-wellness-coach,"health, wellness and fitness",linkedin.com/company/arbonne-independant-consultant-health-and-wellness-coach,bacchus marsh,"arbonne independant consultant, health and wellness coach",victoria,10001+,
19157,australia,,te-connectivity-australia-pty-ltd,electrical/electronic manufacturing,linkedin.com/company/te-connectivity-australia-pty-ltd,macquarie park,te connectivity australia and new zealand recruitment,new south wales,10001+,
107503,australia,,qut-faculty-of-health,higher education,linkedin.com/company/qut-faculty-of-health,kelvin grove,qut faculty of health,queensland,10001+,
111875,australia,,dima,information technology and services,linkedin.com/company/dima,,dima,,10001+,
118229,australia,1951.0,ccl-label-australia,printing,linkedin.com/company/ccl-label-australia,nuriootpa,ccl label australia,south australia,10001+,
147368,australia,1911.0,commonwealth-bank-of-austral,banking,linkedin.com/company/commonwealth-bank-of-austral,sydney,commonwealth bank of austral,new south wales,10001+,
2717,australia,1987.0,startekaustralia,information technology and services,linkedin.com/company/startekaustralia,melbourne,startek australia,victoria,10001+,
3251,australia,1945.0,mattel-australia-new-zealand,consumer goods,linkedin.com/company/mattel-australia-new-zealand,richmond,mattel australia & new zealand,victoria,10001+,
22094,australia,1971.0,competitive-foods-australia-pty-ltd,food & beverages,linkedin.com/company/competitive-foods-australia-pty-ltd,,competitive foods australia pty ltd,,10001+,
41608,australia,1848.0,nsw-department-of-education,education management,linkedin.com/company/nsw-department-of-education,,nsw department of education,,10001+,
75899,australia,1955.0,esanda,financial services,linkedin.com/company/esanda,,esanda,,10001+,
94109,australia,1938.0,lincoln-electric-australia,machinery,linkedin.com/company/lincoln-electric-australia,padstow,lincoln electric australia,new south wales,10001+,
158070,australia,,ray-white-commercial-nsw,commercial real estate,linkedin.com/company/ray-white-commercial-nsw,glebe,ray white commercial nsw,new south wales,10001+,
163560,australia,1905.0,knorr-bremse-australia,transportation/trucking/railroad,linkedin.com/company/knorr-bremse-australia,clyde,knorr-bremse australia - cvs,new south wales,10001+,
175079,australia,1888.0,toll-holdings-ltd,package/freight delivery,linkedin.com/company/toll-holdings-ltd,melbourne,toll holdings ltd,victoria,10001+,
186622,australia,,australian-government,government administration,linkedin.com/company/australian-government,,australian government,,10001+,
226818,australia,,central-adelaide,hospital & health care,linkedin.com/company/central-adelaide,adelaide,central adelaide,south australia,10001+,
55041,australia,1862.0,nsw-police-force,law enforcement,linkedin.com/company/nsw-police-force,sydney,nsw police force,new south wales,10001+,
68977,australia,,confidential2,,linkedin.com/company/confidential2,,confidential,,10001+,
85342,australia,1901.0,nsw-police,law enforcement,linkedin.com/company/nsw-police,,nsw police,,10001+,
90195,australia,2003.0,pilbara-iron-company-services-pty-ltd.,mining & metals,linkedin.com/company/pilbara-iron-company-services-pty-ltd.,perth,pilbara iron company (services) pty ltd.,western australia,10001+,
121114,australia,1945.0,mattelasiapacific,consumer goods,linkedin.com/company/mattelasiapacific,cremorne,mattel asia pacific,victoria,10001+,
121828,australia,,cities-research-institute,higher education,linkedin.com/company/cities-research-institute,gold coast,cities research institute,queensland,10001+,
189949,australia,1967.0,daewoo-int'-australia,international trade and development,linkedin.com/company/daewoo-int'-australia,,daewoo int' australia - steel trading,,10001+,
193306,australia,2004.0,carrumdownssecondarycollege,education management,linkedin.com/company/carrumdownssecondarycollege,carrum downs,carrum downs secondary college,victoria,10001+,
198145,australia,,wang-australia,information technology and services,linkedin.com/company/wang-australia,,wang australia,,10001+,
2592,australia,,transport-for-nsw,transportation/trucking/railroad,linkedin.com/company/transport-for-nsw,,transport for nsw,,10001+,
7120,australia,,qld-rural-fire-service-qfrs-rural-division-,public safety,linkedin.com/company/qld-rural-fire-service-qfrs-rural-division-,,rural fire service queensland (rfsq),,10001+,
59186,australia,1910.0,frnsw,public safety,linkedin.com/company/frnsw,,fire & rescue nsw,,10001+,
83372,australia,,nsw-health_931018,hospital & health care,linkedin.com/company/nsw-health_931018,,nsw health,,10001+,
97517,australia,1997.0,hcl-australia-services-pty-limited,information technology and services,linkedin.com/company/hcl-australia-services-pty-limited,sydney,hcl australia services pty limited,new south wales,10001+,
119858,australia,1987.0,amadeuspacific,information technology and services,linkedin.com/company/amadeuspacific,brisbane,amadeus it pacific,queensland,10001+,
129470,australia,,cgi-information-systems-and-management-consultants-australia-pty-ltd,information technology and services,linkedin.com/company/cgi-information-systems-and-management-consultants-australia-pty-ltd,north sydney,cgi information systems and management consultants (australia) pty ltd,new south wales,10001+,
224662,australia,1977.0,dork,public safety,linkedin.com/company/dork,,dork,,10001+,
16523,australia,2011.0,westernsydneylocalhealthdistrict,hospital & health care,linkedin.com/company/westernsydneylocalhealthdistrict,sydney,western sydney local health district,new south wales,10001+,
22133,australia,,ansett,airlines/aviation,linkedin.com/company/ansett,,ansett,,10001+,
29194,australia,,first-data-utilities,computer software,linkedin.com/company/first-data-utilities,,first data utilities,,10001+,
38108,australia,2011.0,south-eastern-sydney-local-health-district-seslhd,hospital & health care,linkedin.com/company/south-eastern-sydney-local-health-district-seslhd,,south eastern sydney local health district (seslhd),,10001+,
40134,australia,,metro-south-hospital-and-health-service,hospital & health care,linkedin.com/company/metro-south-hospital-and-health-service,,metro south health,queensland,10001+,
79726,australia,,hyatt-australia,hospitality,linkedin.com/company/hyatt-australia,melbourne,hyatt australia,victoria,10001+,
80114,australia,1858.0,national-australia-bank,banking,linkedin.com/company/national-australia-bank,melbourne,national australia bank,victoria,10001+,
80306,australia,,centrelink,government administration,linkedin.com/company/centrelink,,centrelink,,10001+,
81819,australia,1851.0,melbourne-state-government-of-victoria,government administration,linkedin.com/company/melbourne-state-government-of-victoria,melbourne,melbourne state government of victoria,victoria,10001+,
148103,australia,1901.0,iss-facility-services-australia,facilities services,linkedin.com/company/iss-facility-services-australia,,iss facility services australia,,10001+,
154853,australia,,sydney-west-area-health-service,hospital & health care,linkedin.com/company/sydney-west-area-health-service,,sydney west area health service,,10001+,
205663,australia,2018.0,clubvip,professional training & coaching,linkedin.com/company/clubvip,southbank,club vip,victoria,10001+,
208171,australia,1817.0,westpac-banking-group,banking,linkedin.com/company/westpac-banking-group,sydney,westpac banking group,new south wales,10001+,
222940,australia,1951.0,programmed-facility-management,facilities services,linkedin.com/company/programmed-facility-management,melbourne,programmed facility management,victoria,10001+,
21375,australia,,swissport-australia-and-new-zealand,airlines/aviation,linkedin.com/company/swissport-australia-and-new-zealand,newstead,swissport (australia and new zealand),queensland,10001+,
49597,australia,,australian-border-force,law enforcement,linkedin.com/company/australian-border-force,canberra,australian customs service,act,10001+,
66216,australia,1989.0,accentureaustralia,information technology and services,linkedin.com/company/accentureaustralia,melbourne,accenture australia,victoria,10001+,
76608,australia,2011.0,xylem-inc.-anz,mechanical or industrial engineering,linkedin.com/company/xylem-inc.-anz,sydney,xylem anz,new south wales,10001+,
86071,australia,,symbion-health,"health, wellness and fitness",linkedin.com/company/symbion-health,,symbion health,,10001+,
91600,australia,1851.0,ymca-australia,recreational facilities and services,linkedin.com/company/ymca-australia,melbourne,ymca australia,victoria,10001+,
108300,australia,,hymix-heidelbergcement-group,building materials,linkedin.com/company/hymix-heidelbergcement-group,parramatta,hymix (heidelbergcement group),new south wales,10001+,
159118,australia,,boral-shared-business-services,construction,linkedin.com/company/boral-shared-business-services,,boral shared business services,,10001+,
159724,australia,1901.0,webastoaustralia,automotive,linkedin.com/company/webastoaustralia,kirrawee,webasto thermo & comfort australia,new south wales,10001+,
179263,australia,2013.0,sydney-trains,telecommunications,linkedin.com/company/sydney-trains,sydney,sydney trains,new south wales,10001+,
226506,australia,1972.0,westpac-retired-officers-club-alumni-nsw,banking,linkedin.com/company/westpac-retired-officers-club-alumni-nsw,sydney,westpac group alumni,new south wales,10001+,
228328,australia,,db-rreef,real estate,linkedin.com/company/db-rreef,,db rreef,,10001+,
229064,australia,1951.0,programmed-maintenance-serv,package/freight delivery,linkedin.com/company/programmed-maintenance-serv,burswood,programmed maintenance serv,western australia,10001+,
2195,australia,1986.0,healius-limited,hospital & health care,linkedin.com/company/healius-limited,sydney,healius limited,new south wales,10001+,
75220,australia,,nswdpie,government administration,linkedin.com/company/nswdpie,parramatta,"nsw department of planning, industry and environment",new south wales,10001+,
104163,australia,1990.0,monash-information-technology,higher education,linkedin.com/company/monash-information-technology,clayton,monash information technology,victoria,10001+,
106607,australia,1960.0,thai-airways-international-australia,airlines/aviation,linkedin.com/company/thai-airways-international-australia,,thai airways international - australia,queensland,10001+,
152936,australia,,wsp-in-australia-&-new-zealand,mechanical or industrial engineering,linkedin.com/company/wsp-in-australia-&-new-zealand,sydney,wsp in australia & new zealand,new south wales,10001+,
158930,australia,,australian-defence-force,defense & space,linkedin.com/company/australian-defence-force,,australian defence force,,10001+,
21920,australia,,hunternewenglandhealth,hospital & health care,linkedin.com/company/hunternewenglandhealth,,hunter new england local health district,new south wales,10001+,
67049,australia,1932.0,guardian-glass-anz,building materials,linkedin.com/company/guardian-glass-anz,melbourne,guardian glass - australia & new zealand,victoria,10001+,
72499,australia,,mobil-oil,oil & energy,linkedin.com/company/mobil-oil,,mobil oil,,10001+,
97828,australia,,anglo-coal,mining & metals,linkedin.com/company/anglo-coal,,anglo coal,,10001+,
99319,australia,2013.0,quanta-services-australia,construction,linkedin.com/company/quanta-services-australia,melbourne street station,quanta services australia,queensland,10001+,
112518,australia,,human-services,government administration,linkedin.com/company/human-services,,human services,,10001+,
114385,australia,2011.0,apacgrp5,automotive,linkedin.com/company/apacgrp5,,emerald automotive,,10001+,
180401,australia,,wsp-parsons-brinckerhoff---asia-pacific,mechanical or industrial engineering,linkedin.com/company/wsp-parsons-brinckerhoff---asia-pacific,sydney,wsp | parsons brinckerhoff - asia pacific,new south wales,10001+,
181217,australia,1908.0,scoutsnsw,non-profit organization management,linkedin.com/company/scoutsnsw,,scouts nsw,new south wales,10001+,
192428,australia,,seventh-day-adventist-church-spd-limited,religious institutions,linkedin.com/company/seventh-day-adventist-church-spd-limited,sydney,seventh-day adventist church (spd) limited,new south wales,10001+,
216780,australia,1856.0,smith-&-nephew-anz,hospital & health care,linkedin.com/company/smith-&-nephew-anz,,smith & nephew anz,,10001+,
45878,australia,,symal-group,construction,linkedin.com/company/symal-group,spotswood,symal group,victoria,10001+,
55581,australia,,bupa-anz-healthcare-holdings-pty-ltd,medical practice,linkedin.com/company/bupa-anz-healthcare-holdings-pty-ltd,melbourne,bupa anz healthcare holdings pty ltd,victoria,10001+,
61416,australia,,worsley-alumina,mining & metals,linkedin.com/company/worsley-alumina,,worsley alumina,,10001+,
96741,australia,,northern-sydney-local-health-district,hospital & health care,linkedin.com/company/northern-sydney-local-health-district,st leonards,northern sydney local health district,new south wales,10001+,
97424,australia,,south-western-sydney-lhn-and-sydney-lhn,hospital & health care,linkedin.com/company/south-western-sydney-lhn-and-sydney-lhn,,south western sydney local health district,new south wales,10001+,
101280,australia,,endeavour-drinks-group,retail,linkedin.com/company/endeavour-drinks-group,surry hills,endeavour drinks group,new south wales,10001+,
121768,australia,,hwl,information technology and services,linkedin.com/company/hwl,,hwl,,10001+,
142606,australia,1915.0,delaware-north-companies-australia-&-new-zealand,hospitality,linkedin.com/company/delaware-north-companies-australia-&-new-zealand,richmond,"delaware north, australia & new zealand",victoria,10001+,
144852,australia,2016.0,noahface,information technology and services,linkedin.com/company/noahface,,noah facial recognition,,10001+,
147185,australia,,nsw-health,hospital & health care,linkedin.com/company/nsw-health,st leonards,nsw health,new south wales,10001+,
147903,australia,,nbmlhd,hospital & health care,linkedin.com/company/nbmlhd,springwood,nepean blue mountains local health district (nbmlhd),new south wales,10001+,
9572,australia,2000.0,officialsykesaustralia,outsourcing/offshoring,linkedin.com/company/officialsykesaustralia,rhodes,sykes australia,new south wales,10001+,
11278,australia,,qutbsa,human resources,linkedin.com/company/qutbsa,,qut business school alumni,queensland,10001+,
31350,australia,,victoria-government,government administration,linkedin.com/company/victoria-government,melbourne,victorian government,victoria,10001+,
35569,australia,,bassett,mechanical or industrial engineering,linkedin.com/company/bassett,,bassett,,10001+,
39929,australia,,ageing-disability-and-home-care-department-of-human-services,government administration,linkedin.com/company/ageing-disability-and-home-care-department-of-human-services,,"ageing disability and home care, department of human services",,10001+,
73404,australia,1992.0,unitrans-asia-pacific,warehousing,linkedin.com/company/unitrans-asia-pacific,,unitrans asia pacific,,10001+,
117017,australia,1898.0,state-school-teachers'​-union-of-wa-sstuwa-,education management,linkedin.com/company/state-school-teachers'​-union-of-wa-sstuwa-,perth,state school teachers'​ union of wa (sstuwa),western australia,10001+,
165192,australia,,university-of-notre-dame-australia-club-perth-chapter,education management,linkedin.com/company/university-of-notre-dame-australia-club-perth-chapter,perth,university of notre dame club australia,western australia,10001+,
175892,australia,1895.0,st-john-of-god-health-care,hospital & health care,linkedin.com/company/st-john-of-god-health-care,perth,st john of god health care,western australia,10001+,
207022,australia,1946.0,boral,building materials,linkedin.com/company/boral,,boral,,10001+,
233499,australia,1886.0,qbe,insurance,linkedin.com/company/qbe,sydney,qbe insurance,new south wales,10001+,
48193,australia,1960.0,randstad-australia-pty-ltd,staffing and recruiting,linkedin.com/company/randstad-australia-pty-ltd,,randstad australia,,10001+,
109077,australia,,stopkidsinjury,hospital & health care,linkedin.com/company/stopkidsinjury,,stopkidsinjury,,10001+,
114327,australia,1984.0,uniqlo-australia,apparel & fashion,linkedin.com/company/uniqlo-australia,melbourne,uniqlo australia,victoria,10001+,
142077,australia,1927.0,the-protectors-insurance-brokers-pty-ltd,insurance,linkedin.com/company/the-protectors-insurance-brokers-pty-ltd,,the protectors insurance brokers pty ltd,,10001+,
154177,australia,,department-of-human-services-nsw---juvenile-justice,public relations and communications,linkedin.com/company/department-of-human-services-nsw---juvenile-justice,,department of human services nsw - juvenile justice,,10001+,
167553,australia,1887.0,kao-australia,consumer goods,linkedin.com/company/kao-australia,camberwell,kao australia,victoria,10001+,
180282,australia,1985.0,altrad-services-apac,oil & energy,linkedin.com/company/altrad-services-apac,perth,altrad services apac,western australia,10001+,
