index,country,founded,id,industry,linkedin_url,locality,name,region,size,website
86417,australia,2008.0,agis-group-pty-ltd,information technology and services,linkedin.com/company/agis-group-pty-ltd,canberra,agis - a downer company,act,10001+,agisgroup.com.au
87114,australia,,village-cinemas,entertainment,linkedin.com/company/village-cinemas,,village cinemas australia,,5001-10000,villagecinemas.com.au
94243,australia,2008.0,biztech-enterprise-solutions,information technology and services,linkedin.com/company/biztech-enterprise-solutions,,biztech enterprise solutions,,1001-5000,btes.com.au
97763,australia,,mbf,insurance,linkedin.com/company/mbf,,mbf,,1001-5000,mbf.com.au
98760,australia,,people-infrastructure,staffing and recruiting,linkedin.com/company/people-infrastructure,,people infrastructure,,10001+,peopleinfrastructure.com
99777,australia,2002.0,uxc,information technology and services,linkedin.com/company/uxc,melbourne,uxc (a csc company),victoria,1001-5000,uxc.com.au
101185,australia,1869.0,talaustralia,insurance,linkedin.com/company/talaustralia,,tal australia,,1001-5000,tal.com.au
108020,australia,1980.0,bakers-delight,retail,linkedin.com/company/bakers-delight,,bakers delight,,5001-10000,bakersdelight.com.au
108216,australia,,grant-thornton-australia,accounting,linkedin.com/company/grant-thornton-australia,,grant thornton australia,,1001-5000,grantthornton.com.au
111893,australia,,george-weston-foods,consumer goods,linkedin.com/company/george-weston-foods,,george weston foods,,1001-5000,georgewestonfoods.com.au
112739,australia,,carnival-australia_2,"leisure, travel & tourism",linkedin.com/company/carnival-australia_2,chatswood,carnival australia,new south wales,1001-5000,carnivalaustralia.com
113842,australia,,morris_group,financial services,linkedin.com/company/morris_group,port melbourne,morris group holdings,victoria,1001-5000,morrisgroup.com.au
117804,australia,,gorgon-lng-project.,oil & energy,linkedin.com/company/gorgon-lng-project.,,gorgon lng project.,,5001-10000,chevronaustralia.com
120328,australia,1995.0,melbourne-and-olympic-park-trust,entertainment,linkedin.com/company/melbourne-and-olympic-park-trust,,melbourne & olympic parks,,1001-5000,mopt.com.au
127910,australia,1999.0,goodline,construction,linkedin.com/company/goodline,,goodline,,1001-5000,goodline.com.au
128461,australia,,tpg-telecom,telecommunications,linkedin.com/company/tpg-telecom,north sydney,tpg telecom,new south wales,5001-10000,tpgtelecom.com.au
132949,australia,1995.0,stamford-hotels-&-resorts,hospitality,linkedin.com/company/stamford-hotels-&-resorts,,stamford hotels & resorts,,1001-5000,stamford.com.au
137111,australia,1988.0,stramit,building materials,linkedin.com/company/stramit,,stramit,,1001-5000,stramit.com.au
143891,australia,,department-of-industry,government administration,linkedin.com/company/department-of-industry,canberra,"department of industry, innovation and science",act,1001-5000,industry.gov.au
146802,australia,,infinity-downline_2,marketing and advertising,linkedin.com/company/infinity-downline_2,,infinity downline,,10001+,infinitydownline.com
149394,australia,1956.0,linfox,logistics and supply chain,linkedin.com/company/linfox,,linfox,victoria,10001+,linfox.com
152752,australia,1867.0,royal-freemasons-ltd,hospital & health care,linkedin.com/company/royal-freemasons-ltd,melbourne,royal freemasons ltd,victoria,1001-5000,royalfreemasons.org.au
159891,australia,1996.0,gte-australia,staffing and recruiting,linkedin.com/company/gte-australia,,gte australia,,1001-5000,gteaustralia.com
161050,australia,1963.0,toyota-motor-corporation-australia,automotive,linkedin.com/company/toyota-motor-corporation-australia,port melbourne,toyota motor corporation australia,victoria,1001-5000,toyota.com.au
165152,australia,1999.0,me-bank,banking,linkedin.com/company/me-bank,melbourne,me bank,victoria,1001-5000,mebank.com.au
168517,australia,1991.0,pinnacle-people-australia,staffing and recruiting,linkedin.com/company/pinnacle-people-australia,melbourne,pinnacle people australia,victoria,5001-10000,pinnaclepeople.com.au
168901,australia,2015.0,latitude-financial-services,financial services,linkedin.com/company/latitude-financial-services,docklands,latitude financial services,victoria,1001-5000,latitudefinancial.com
174362,australia,1971.0,bapcor,automotive,linkedin.com/company/bapcor,,bapcor limited,,1001-5000,bapcor.com.au
175314,australia,1996.0,city-of-gold-coast,government administration,linkedin.com/company/city-of-gold-coast,surfers paradise,city of gold coast,queensland,1001-5000,goldcoast.qld.gov.au
177939,australia,1847.0,university-of-adelaide,higher education,linkedin.com/company/university-of-adelaide,adelaide,university of adelaide,south australia,5001-10000,adelaide.edu.au
182970,australia,,oxford-funding-pty-ltd,banking,linkedin.com/company/oxford-funding-pty-ltd,docklands,oxford funding pty ltd,victoria,1001-5000,bendigodebtorfinance.com.au
186572,australia,1894.0,royal-district-nursing-service,hospital & health care,linkedin.com/company/royal-district-nursing-service,,royal district nursing service,,1001-5000,rdns.org.au
197546,australia,,link-group-lnk,financial services,linkedin.com/company/link-group-lnk,,link group (lnk),,5001-10000,linkgroup.com
203489,australia,1994.0,adelaidebank,banking,linkedin.com/company/adelaidebank,,adelaide bank,,1001-5000,adelaidebank.com.au
206378,australia,1956.0,disability-services-australia,mental health care,linkedin.com/company/disability-services-australia,,disability services australia (dsa),,1001-5000,dsa.org.au
207443,australia,1996.0,taskwell-australia,electrical/electronic manufacturing,linkedin.com/company/taskwell-australia,,taskwell australia,,5001-10000,taskwell.com.au
213430,australia,,amp-capital,investment management,linkedin.com/company/amp-capital,,amp capital,,1001-5000,ampcapital.com
217450,australia,2008.0,base-resources,mining & metals,linkedin.com/company/base-resources,perth,base resources,western australia,1001-5000,baseresources.com.au
6571,australia,1979.0,michael-hill,retail,linkedin.com/company/michael-hill,,michael hill,,1001-5000,michaelhill.com
10533,australia,1949.0,hardy-spicer,mechanical or industrial engineering,linkedin.com/company/hardy-spicer,,hardy spicer,victoria,1001-5000,hardyspicer.com.au
12079,australia,,glen-eira-city-council,government relations,linkedin.com/company/glen-eira-city-council,,glen eira city council,,1001-5000,gleneira.vic.gov.au
16806,australia,1988.0,mcgrath-estate-agents,real estate,linkedin.com/company/mcgrath-estate-agents,pyrmont,mcgrath estate agents,new south wales,1001-5000,mcgrath.com.au
22860,australia,,service-stream,telecommunications,linkedin.com/company/service-stream,melbourne,service stream,victoria,1001-5000,servicestream.com.au
38859,australia,1961.0,multivac-australia,packaging and containers,linkedin.com/company/multivac-australia,,multivac australia,,5001-10000,multivac.com.au
46934,australia,2011.0,gpc-asia-pacific,automotive,linkedin.com/company/gpc-asia-pacific,melbourne,gpc asia pacific,victoria,1001-5000,gpcasiapac.com
47533,australia,1919.0,grange-thistle,sports,linkedin.com/company/grange-thistle,,grange thistle soccer club (gtsc),,1001-5000,grangethistle.com
47723,australia,1949.0,cpb-contractors,construction,linkedin.com/company/cpb-contractors,,cpb contractors,,10001+,cpbcon.com.au
52359,australia,2010.0,seo-meetups,marketing and advertising,linkedin.com/company/seo-meetups,brisbane,seo meetups,queensland,1001-5000,seomeetu.ps
54096,australia,1952.0,dan-murphy's,wine and spirits,linkedin.com/company/dan-murphy's,melbourne,dan murphy's,victoria,5001-10000,danmurphys.com.au
66745,australia,,loram-pty,railroad manufacture,linkedin.com/company/loram-pty,,loram pty ltd,queensland,1001-5000,loram.com.au
71882,australia,2003.0,nexium,telecommunications,linkedin.com/company/nexium,newstead,nexium telecommunications,queensland,1001-5000,nexium.net.au
74008,australia,,tabcorp,entertainment,linkedin.com/company/tabcorp,melbourne,tabcorp,victoria,1001-5000,tabcorp.com.au
76004,australia,,the-australian-red-cross-blood-service,"health, wellness and fitness",linkedin.com/company/the-australian-red-cross-blood-service,melbourne,the australian red cross blood service,victoria,1001-5000,donateblood.com.au
76126,australia,1927.0,woodhead,architecture & planning,linkedin.com/company/woodhead,adelaide,woodhead,south australia,5001-10000,ghdwoodhead.com
79796,australia,,health-department-western-australia,hospital & health care,linkedin.com/company/health-department-western-australia,perth,department of health (wa health),western australia,10001+,health.wa.gov.au
82164,australia,1992.0,aussie,financial services,linkedin.com/company/aussie,sydney,aussie,new south wales,1001-5000,aussie.com.au
89241,australia,1976.0,rockpool-dining-group,hospitality,linkedin.com/company/rockpool-dining-group,sydney,rockpool dining group,new south wales,1001-5000,rockpooldininggroup.com.au
89376,australia,,scentre-group,real estate,linkedin.com/company/scentre-group,,scentre group (owner and operator of westfield in aus and nz),,1001-5000,scentregroup.com
92857,australia,,qgc,oil & energy,linkedin.com/company/qgc,brisbane,qgc - a bg group business,queensland,5001-10000,qgc.com.au
96856,australia,2011.0,performics-australia,marketing and advertising,linkedin.com/company/performics-australia,,performics australia,,1001-5000,performics.com.au
102905,australia,1976.0,oamps-ltd.,insurance,linkedin.com/company/oamps-ltd.,kew,oamps ltd.,victoria,1001-5000,oamps.com
104114,australia,1993.0,cap-security-services,security and investigations,linkedin.com/company/cap-security-services,,cap security services,,1001-5000,capsecurity.com.au
104531,australia,,healthcare-imaging-services,hospital & health care,linkedin.com/company/healthcare-imaging-services,,healthcare imaging services,,1001-5000,healthcareimaging.com.au
115324,australia,1993.0,toys-r-us,retail,linkedin.com/company/toys-r-us,,"toys\r\""​us australia | babies\""r\""us australia""",,1001-5000,toysrus.com.au
121236,australia,1912.0,nmit,higher education,linkedin.com/company/nmit,preston,nmit,victoria,1001-5000,melbournepolytechnic.edu.au
127736,australia,1921.0,freemasons-queensland,non-profit organization management,linkedin.com/company/freemasons-queensland,,freemasons queensland,queensland,5001-10000,uglq.org.au
128650,australia,2010.0,pwc-australia,accounting,linkedin.com/company/pwc-australia,,pwc australia,,5001-10000,pwc.com.au
129808,australia,1845.0,symbion-pharmacy-services,wholesale,linkedin.com/company/symbion-pharmacy-services,,symbion pty ltd,,1001-5000,symbion.com.au
142165,australia,1981.0,masterplumbers,utilities,linkedin.com/company/masterplumbers,,master plumbers​ and mechanical services association of australia,,1001-5000,plumber.com.au
143632,australia,2013.0,allity,hospital & health care,linkedin.com/company/allity,,allity aged care,,1001-5000,allity.com.au
148971,australia,,department-of-sustainability-and-environment,environmental services,linkedin.com/company/department-of-sustainability-and-environment,melbourne,department of sustainability and environment,victoria,1001-5000,dse.vic.gov.au
150380,australia,1867.0,veolia-environnement-australia,environmental services,linkedin.com/company/veolia-environnement-australia,,veolia australia and new zealand,,1001-5000,veolia.com.au
151973,australia,,medicare-australia,government administration,linkedin.com/company/medicare-australia,,medicare australia,,1001-5000,medicareaustralia.gov.au
152907,australia,1994.0,whitehorsecitycouncil,government administration,linkedin.com/company/whitehorsecitycouncil,nunawading,whitehorse city council,victoria,1001-5000,whitehorse.vic.gov.au
155633,australia,1967.0,morris-corporation,facilities services,linkedin.com/company/morris-corporation,,morris corporation,,1001-5000,morriscorp.com.au
156638,australia,2004.0,evolution-traffic-control-pty-ltd.,construction,linkedin.com/company/evolution-traffic-control-pty-ltd.,virginia,evolution traffic control pty ltd.,queensland,1001-5000,evolutiontraffic.com.au
157670,australia,,sino-gold-mining-limited,mining & metals,linkedin.com/company/sino-gold-mining-limited,,sino gold mining limited,,1001-5000,sinogold.com.au
165307,australia,1889.0,alsco-australia,textiles,linkedin.com/company/alsco-australia,,alsco australia,,1001-5000,alsco.com.au
166526,australia,,sydney-catholic-schools,primary/secondary education,linkedin.com/company/sydney-catholic-schools,,sydney catholic schools,,10001+,sydcatholicschools.nsw.edu.au
167450,australia,1980.0,beckhoff-automation-aus,machinery,linkedin.com/company/beckhoff-automation-aus,oakleigh,beckhoff automation pty ltd,victoria,1001-5000,beckhoff.com.au
179858,australia,1988.0,university-of-technology-sydney,higher education,linkedin.com/company/university-of-technology-sydney,,university of technology sydney,,5001-10000,uts.edu.au
181096,australia,1985.0,anglican-schools-commission,education management,linkedin.com/company/anglican-schools-commission,claremont,anglican schools commission,western australia,1001-5000,asc.wa.edu.au
182978,australia,,panaust,mining & metals,linkedin.com/company/panaust,fortitude valley,panaust,queensland,1001-5000,panaust.com.au
188351,australia,2012.0,zinfra,construction,linkedin.com/company/zinfra,,zinfra,victoria,1001-5000,zinfra.com.au
189497,australia,1908.0,austral-bricks,building materials,linkedin.com/company/austral-bricks,,austral bricks,,1001-5000,australbricks.com.au
190751,australia,1835.0,chubbsafes,security and investigations,linkedin.com/company/chubbsafes,baulkham hills,chubbsafes,new south wales,1001-5000,gunnebo-au.com.au
202159,australia,2013.0,uts-postgraduate-business-society,higher education,linkedin.com/company/uts-postgraduate-business-society,,uts postgraduate business society,,1001-5000,utspbs.org
203623,australia,,dreamlabapp,research,linkedin.com/company/dreamlabapp,,dreamlab app,,10001+,ourdreamjob.com.au
204359,australia,1994.0,cityofkingston,government administration,linkedin.com/company/cityofkingston,cheltenham,kingston city council,victoria,1001-5000,kingston.vic.gov.au
208893,australia,2013.0,right-at-home-australia,"health, wellness and fitness",linkedin.com/company/right-at-home-australia,woolloongabba,right at home australia,queensland,1001-5000,rightathome.com.au
211550,australia,1979.0,bmd-group-pty-ltd,construction,linkedin.com/company/bmd-group-pty-ltd,brisbane,bmd group (bmd),queensland,1001-5000,bmd.com.au
211766,australia,1989.0,nando's-australia,food & beverages,linkedin.com/company/nando's-australia,,nando's australia,,5001-10000,nandos.com.au
215298,australia,1999.0,linux-australia,information technology and services,linkedin.com/company/linux-australia,,linux australia,,1001-5000,linux.org.au
216464,australia,2015.0,miles-per-hour,events services,linkedin.com/company/miles-per-hour,south melbourne,miles per hour event management,victoria,1001-5000,milesperhour.com.au
6535,australia,2016.0,journeybeyondgroup,"leisure, travel & tourism",linkedin.com/company/journeybeyondgroup,adelaide,journey beyond,south australia,1001-5000,journeybeyond.com
10732,australia,2002.0,ig-australia,financial services,linkedin.com/company/ig-australia,melbourne,ig australia,victoria,1001-5000,igmarkets.com.au
19346,australia,1997.0,mecca-brands,retail,linkedin.com/company/mecca-brands,richmond,mecca brands,victoria,1001-5000,mecca.com.au
23359,australia,1968.0,suzanne-grae,retail,linkedin.com/company/suzanne-grae,,suzanne grae,,1001-5000,suzannegrae.com.au
26530,australia,1962.0,wilson-group,management consulting,linkedin.com/company/wilson-group,melbourne,wilson group,victoria,5001-10000,wilsongroupau.com
26785,australia,,laverty-pathology,hospital & health care,linkedin.com/company/laverty-pathology,,laverty pathology,,1001-5000,laverty.com.au
29147,australia,1872.0,zurich.australia,financial services,linkedin.com/company/zurich.australia,north sydney,zurich financial services australia,new south wales,1001-5000,zurich.com.au
38049,australia,2007.0,asciano-limited,logistics and supply chain,linkedin.com/company/asciano-limited,melbourne,asciano,victoria,5001-10000,asciano.com.au
38917,australia,1975.0,vinpac-international,wine and spirits,linkedin.com/company/vinpac-international,angaston,vinpac international,south australia,1001-5000,vinpac.com.au
46319,australia,1858.0,bendigo-and-adelaide-bank,banking,linkedin.com/company/bendigo-and-adelaide-bank,,bendigo and adelaide bank,,5001-10000,bendigoadelaide.com.au
47084,australia,,australian-venue-co,hospitality,linkedin.com/company/australian-venue-co,,australian venue co.,,1001-5000,ausvenueco.com.au
50719,australia,1997.0,anglicare-victoria,individual & family services,linkedin.com/company/anglicare-victoria,collingwood,anglicare victoria,victoria,1001-5000,anglicarevic.org.au
54073,australia,,melbourne-2006-commonwealth-games,events services,linkedin.com/company/melbourne-2006-commonwealth-games,,melbourne 2006 commonwealth games,,1001-5000,herpreneurs.com
58168,australia,1847.0,city-of-melbourne,government administration,linkedin.com/company/city-of-melbourne,,city of melbourne,,1001-5000,melbourne.vic.gov.au
62347,australia,2000.0,paperlinx,paper & forest products,linkedin.com/company/paperlinx,scoresby,paperlinx,victoria,1001-5000,paperlinx.com
67234,australia,1865.0,ruralco-holdings-limited,farming,linkedin.com/company/ruralco-holdings-limited,hobart,ruralco holdings limited - australian agribusiness,tasmania,1001-5000,ruralco.com.au
68007,australia,1979.0,probe-group,outsourcing/offshoring,linkedin.com/company/probe-group,melbourne,probe group,victoria,1001-5000,probegroup.com.au
72052,australia,1984.0,creative-activation,marketing and advertising,linkedin.com/company/creative-activation,,creative activation,,1001-5000,creativeactivation.com.au
76111,australia,,tigerair-australia,airlines/aviation,linkedin.com/company/tigerair-australia,,tigerair australia,,1001-5000,tigerair.com.au
78066,australia,1988.0,mcmillan-shakespeare,financial services,linkedin.com/company/mcmillan-shakespeare,melbourne,mcmillan shakespeare (mmsg),victoria,1001-5000,mcms.com.au
79232,australia,,wooliesx,retail,linkedin.com/company/wooliesx,surry hills,wooliesx,new south wales,1001-5000,wooliesx.com.au
84220,australia,,wholelife-pharmacy-healthfoods,pharmaceuticals,linkedin.com/company/wholelife-pharmacy-healthfoods,toowong,wholelife pharmacy & healthfoods,queensland,1001-5000,wholelife.com.au
89264,australia,2010.0,finance-&-banking-society_2,banking,linkedin.com/company/finance-&-banking-society_2,canberra,finance & banking society,act,1001-5000,anu-finsoc.org
89475,australia,1980.0,bbrc-world,venture capital & private equity,linkedin.com/company/bbrc-world,sydney,bbrc world,new south wales,1001-5000,bbrcworld.com
101636,australia,1961.0,srgglobal,construction,linkedin.com/company/srgglobal,perth,srg global,western australia,1001-5000,srgglobal.com.au
111235,australia,1977.0,bradnams-windows-and-doors,building materials,linkedin.com/company/bradnams-windows-and-doors,boondall,bradnam's windows & doors,queensland,1001-5000,bradnams.com.au
114735,australia,,bae-systems-australia,defense & space,linkedin.com/company/bae-systems-australia,,bae systems australia,,1001-5000,baesystems.com.au
120399,australia,1990.0,australianinstituteofcompanydirectors,non-profit organization management,linkedin.com/company/australianinstituteofcompanydirectors,,australian institute of company directors,,1001-5000,companydirectors.com.au
120509,australia,1883.0,salvos-stores,retail,linkedin.com/company/salvos-stores,,salvos stores,,1001-5000,salvosstores.com.au
121008,australia,,discount-superstores-group-pty-ltd,retail,linkedin.com/company/discount-superstores-group-pty-ltd,,discount superstores group (dsg),,1001-5000,discountsuperstores.com.au
121064,australia,1993.0,acn-pacific,telecommunications,linkedin.com/company/acn-pacific,,acn pacific,,1001-5000,acnpacific.com.au
135035,australia,1990.0,trippas-white-group,restaurants,linkedin.com/company/trippas-white-group,,trippas white group,,1001-5000,trippaswhitegroup.com.au
136633,australia,,cheesecake-factory,,linkedin.com/company/cheesecake-factory,collingwood,cheesecake factory,victoria,1001-5000,charadacakes.com
138036,australia,,warner-village-theme-parks,"leisure, travel & tourism",linkedin.com/company/warner-village-theme-parks,gold coast,warner village theme parks,queensland,1001-5000,myfun.com.au
140200,australia,1991.0,tlc-aged-care,hospital & health care,linkedin.com/company/tlc-aged-care,,tlc aged care,,1001-5000,tlcagedcare.com.au
140525,australia,,ntgovernment,government administration,linkedin.com/company/ntgovernment,,northern territory government,,10001+,nt.gov.au
142277,australia,1968.0,southern-cross-care-sa-nt-&-vic-inc,hospital & health care,linkedin.com/company/southern-cross-care-sa-nt-&-vic-inc,glenside,southern cross care (sa & nt) inc.,south australia,1001-5000,southerncrosscare.com.au
142392,australia,2006.0,wds-limited,oil & energy,linkedin.com/company/wds-limited,brisbane,wds limited,queensland,1001-5000,wdslimited.com.au
145155,australia,2000.0,la-vie-hotels-resorts,hospitality,linkedin.com/company/la-vie-hotels-resorts,woolloomooloo,la vie hotels & resorts,new south wales,1001-5000,laviehotels.com
145983,australia,,credit-corp,financial services,linkedin.com/company/credit-corp,,credit corp,,1001-5000,creditcorp.com.au
151857,australia,1919.0,unitingsa,non-profit organization management,linkedin.com/company/unitingsa,port adelaide,unitingsa,south australia,1001-5000,unitingsa.com.au
157943,australia,,yellow-pages-aus,marketing and advertising,linkedin.com/company/yellow-pages-aus,,yellow australia,,1001-5000,yellowpages.com.au
160204,australia,,sa-health,hospital & health care,linkedin.com/company/sa-health,adelaide,sa health,south australia,10001+,sahealth.sa.gov.au
165081,australia,,colorado-group-ltd,retail,linkedin.com/company/colorado-group-ltd,,colorado group ltd,,1001-5000,coloradogroup.com.au
173684,australia,,ukl,commercial real estate,linkedin.com/company/ukl,brisbane,ukl,queensland,5001-10000,ukl.com.au
181209,australia,1909.0,university-of-queensland,higher education,linkedin.com/company/university-of-queensland,brisbane,the university of queensland,queensland,10001+,uq.edu.au
182076,australia,1983.0,aegis-aged-care-group,hospital & health care,linkedin.com/company/aegis-aged-care-group,,aegis aged care group,,1001-5000,aegiscare.com.au
195154,australia,1979.0,secure-parking,commercial real estate,linkedin.com/company/secure-parking,,secure parking,,10001+,secureparking.com.au
208140,australia,1993.0,iress,computer software,linkedin.com/company/iress,melbourne,iress,victoria,1001-5000,iress.com
210704,australia,1961.0,maxon-motor-australia,marketing and advertising,linkedin.com/company/maxon-motor-australia,,maxon group australia,new south wales,1001-5000,maxonmotor.com.au
215949,australia,2003.0,zoom-recruitment,staffing and recruiting,linkedin.com/company/zoom-recruitment,,zoom recruitment & training,,1001-5000,zoomrecruitment.com.au
218428,australia,1917.0,hdr-australia,design,linkedin.com/company/hdr-australia,brisbane,salva resources,queensland,5001-10000,hdrinc.com.au
3661,australia,1984.0,baby-bunting,retail,linkedin.com/company/baby-bunting,south melbourne,baby bunting,victoria,1001-5000,babybunting.com.au
6217,australia,2017.0,agig,utilities,linkedin.com/company/agig,adelaide,australian gas infrastructure group (agig),south australia,1001-5000,agig.com.au
13843,australia,1988.0,rydges-hotels-&-resorts,hospitality,linkedin.com/company/rydges-hotels-&-resorts,sydney,rydges hotels & resorts,new south wales,1001-5000,rydges.com
15745,australia,,comminsure,insurance,linkedin.com/company/comminsure,,comminsure,,1001-5000,comminsureadviser.com.au
25472,australia,1983.0,speedcast,telecommunications,linkedin.com/company/speedcast,botany,speedcast,new south wales,1001-5000,speedcast.com
27086,australia,1858.0,suez-australia-new-zealand,environmental services,linkedin.com/company/suez-australia-new-zealand,,suez australia & new zealand,,1001-5000,suez.com.au
27953,australia,1920.0,qantas,airlines/aviation,linkedin.com/company/qantas,,qantas,,10001+,qantas.com.au
34365,australia,2016.0,rivet-au,transportation/trucking/railroad,linkedin.com/company/rivet-au,camberwell,rivet group,victoria,1001-5000,rivet.com.au
37945,australia,,southern-cross-care,hospital & health care,linkedin.com/company/southern-cross-care,,southern cross care,,1001-5000,southern-cross.org.au
47476,australia,1898.0,lowes-manhattan-pty-ltd,retail,linkedin.com/company/lowes-manhattan-pty-ltd,,lowes manhattan pty ltd,,1001-5000,lowes.com.au
48900,australia,2008.0,parcel-direct-group-pty-ltd,transportation/trucking/railroad,linkedin.com/company/parcel-direct-group-pty-ltd,,parcel direct group pty ltd,,1001-5000,parceldirect.com.au
58943,australia,,st-francis,,linkedin.com/company/st-francis,,st francis,,1001-5000,stfrancis.qld.edu.au
64885,australia,1987.0,department-of-foreign-affairs-and-trade,government administration,linkedin.com/company/department-of-foreign-affairs-and-trade,,australian department of foreign affairs and trade,act,1001-5000,dfat.gov.au
67589,australia,2000.0,westgoldresources,mining & metals,linkedin.com/company/westgoldresources,perth,westgold resources,western australia,1001-5000,westgold.com.au
70873,australia,2012.0,roy-hill,mining & metals,linkedin.com/company/roy-hill,,roy hill,western australia,1001-5000,royhill.com.au
73104,australia,,donhad-pty-ltd,mining & metals,linkedin.com/company/donhad-pty-ltd,perth,donhad pty ltd,western australia,5001-10000,donhad.com.au
75130,australia,,easternwell,oil & energy,linkedin.com/company/easternwell,,easternwell,,1001-5000,easternwell.com.au
78636,australia,2001.0,pepper-financial-services-group,financial services,linkedin.com/company/pepper-financial-services-group,,pepper financial services group,,1001-5000,pepper.com.au
83670,australia,1997.0,blooms-the-chemist,retail,linkedin.com/company/blooms-the-chemist,,blooms the chemist,,1001-5000,blooms.net.au
86873,australia,,ge-australia,electrical/electronic manufacturing,linkedin.com/company/ge-australia,,ge australia,,5001-10000,gereports.com.au
88263,australia,1863.0,als,mining & metals,linkedin.com/company/als,brisbane,als,queensland,10001+,alsglobal.com
91358,australia,1933.0,downer,civil engineering,linkedin.com/company/downer,,downer,,10001+,downergroup.com
98819,australia,1869.0,gn-store-nord,consumer electronics,linkedin.com/company/gn-store-nord,denmark,gn store nord,western australia,5001-10000,gn.com
102689,australia,1900.0,myer,retail,linkedin.com/company/myer,docklands,myer,victoria,10001+,myer.com.au
103214,australia,1967.0,sheridan-pacific-brands,retail,linkedin.com/company/sheridan-pacific-brands,,sheridan - hanes brands australasia,,1001-5000,sheridan.com.au
103687,australia,1962.0,foodland-supermarkets-australia,retail,linkedin.com/company/foodland-supermarkets-australia,adelaide,foodland supermarkets australia,south australia,5001-10000,foodlandsa.com.au
113243,australia,1982.0,austin-engineering-ltd,mining & metals,linkedin.com/company/austin-engineering-ltd,,austin engineering ltd,,1001-5000,austineng.com.au
124480,australia,1855.0,st-vincent's-health-australia,hospital & health care,linkedin.com/company/st-vincent's-health-australia,woolloomooloo,st vincent's health australia,new south wales,10001+,svha.org.au
125570,australia,,iluka-resources,mining & metals,linkedin.com/company/iluka-resources,,iluka resources,,1001-5000,iluka.com
125702,australia,1992.0,kincare,hospital & health care,linkedin.com/company/kincare,,kincare,,1001-5000,kincare.com.au
132199,australia,2018.0,idomautomotivegroup,automotive,linkedin.com/company/idomautomotivegroup,,idom automotive group,queensland,1001-5000,idomag.com.au
132396,australia,1958.0,peter-warren-automotive,automotive,linkedin.com/company/peter-warren-automotive,,peter warren automotive,,1001-5000,peterwarren.com.au
136797,australia,1978.0,southern-cross-care-queensland,hospital & health care,linkedin.com/company/southern-cross-care-queensland,mount gravatt,southern cross care queensland,queensland,1001-5000,sccqld.com.au
138484,australia,,m&y-global-services,outsourcing/offshoring,linkedin.com/company/m&y-global-services,,m&y global services,,1001-5000,mandygs.com
147810,australia,1886.0,lawrenceandhanson,wholesale,linkedin.com/company/lawrenceandhanson,blackburn,l&h group,victoria,1001-5000,lh.com.au
