index,country,founded,id,industry,linkedin_url,locality,name,region,size,website
179858,australia,1988.0,university-of-technology-sydney,higher education,linkedin.com/company/university-of-technology-sydney,,university of technology sydney,,5001-10000,uts.edu.au
203623,australia,,dreamlabapp,research,linkedin.com/company/dreamlabapp,,dreamlab app,,10001+,ourdreamjob.com.au
211766,australia,1989.0,nando's-australia,food & beverages,linkedin.com/company/nando's-australia,,nando's australia,,5001-10000,nandos.com.au
26530,australia,1962.0,wilson-group,management consulting,linkedin.com/company/wilson-group,melbourne,wilson group,victoria,5001-10000,wilsongroupau.com
38049,australia,2007.0,asciano-limited,logistics and supply chain,linkedin.com/company/asciano-limited,melbourne,asciano,victoria,5001-10000,asciano.com.au
46319,australia,1858.0,bendigo-and-adelaide-bank,banking,linkedin.com/company/bendigo-and-adelaide-bank,,bendigo and adelaide bank,,5001-10000,bendigoadelaide.com.au
140525,australia,,ntgovernment,government administration,linkedin.com/company/ntgovernment,,northern territory government,,10001+,nt.gov.au
160204,australia,,sa-health,hospital & health care,linkedin.com/company/sa-health,adelaide,sa health,south australia,10001+,sahealth.sa.gov.au
173684,australia,,ukl,commercial real estate,linkedin.com/company/ukl,brisbane,ukl,queensland,5001-10000,ukl.com.au
181209,australia,1909.0,university-of-queensland,higher education,linkedin.com/company/university-of-queensland,brisbane,the university of queensland,queensland,10001+,uq.edu.au
195154,australia,1979.0,secure-parking,commercial real estate,linkedin.com/company/secure-parking,,secure parking,,10001+,secureparking.com.au
218428,australia,1917.0,hdr-australia,design,linkedin.com/company/hdr-australia,brisbane,salva resources,queensland,5001-10000,hdrinc.com.au
27953,australia,1920.0,qantas,airlines/aviation,linkedin.com/company/qantas,,qantas,,10001+,qantas.com.au
73104,australia,,donhad-pty-ltd,mining & metals,linkedin.com/company/donhad-pty-ltd,perth,donhad pty ltd,western australia,5001-10000,donhad.com.au
86873,australia,,ge-australia,electrical/electronic manufacturing,linkedin.com/company/ge-australia,,ge australia,,5001-10000,gereports.com.au
88263,australia,1863.0,als,mining & metals,linkedin.com/company/als,brisbane,als,queensland,10001+,alsglobal.com
91358,australia,1933.0,downer,civil engineering,linkedin.com/company/downer,,downer,,10001+,downergroup.com
98819,australia,1869.0,gn-store-nord,consumer electronics,linkedin.com/company/gn-store-nord,denmark,gn store nord,western australia,5001-10000,gn.com
102689,australia,1900.0,myer,retail,linkedin.com/company/myer,docklands,myer,victoria,10001+,myer.com.au
103687,australia,1962.0,foodland-supermarkets-australia,retail,linkedin.com/company/foodland-supermarkets-australia,adelaide,foodland supermarkets australia,south australia,5001-10000,foodlandsa.com.au
124480,australia,1855.0,st-vincent's-health-australia,hospital & health care,linkedin.com/company/st-vincent's-health-australia,woolloomooloo,st vincent's health australia,new south wales,10001+,svha.org.au
166832,australia,,chifley,commercial real estate,linkedin.com/company/chifley,sydney,chifley,new south wales,5001-10000,chifley.com.au
202497,australia,,wapolice,law enforcement,linkedin.com/company/wapolice,,wa police,,5001-10000,police.wa.gov.au
207583,australia,2007.0,180-degrees-consulting,non-profit organization management,linkedin.com/company/180-degrees-consulting,,180 degrees consulting,,5001-10000,180dc.org
12633,australia,1991.0,cotton-on-group,apparel & fashion,linkedin.com/company/cotton-on-group,,cotton on group,,10001+,cottonongroup.com
24214,australia,,colesexpress,retail,linkedin.com/company/colesexpress,,coles express,victoria,5001-10000,colesexpress.com.au
57912,australia,,suncorp,financial services,linkedin.com/company/suncorp,,suncorp group,queensland,10001+,suncorpgroup.com.au
59611,australia,2001.0,sf-suntech-australia-pty-ltd,renewables & environment,linkedin.com/company/sf-suntech-australia-pty-ltd,chatswood,sf suntech australia pty ltd,new south wales,10001+,suntech-power.com.au
130167,australia,2001.0,ejsfilms-www-ejsfilms-com,entertainment,linkedin.com/company/ejsfilms-www-ejsfilms-com,adelaide,ejsfilms.com,south australia,10001+,ejsfilms.com
135081,australia,1969.0,kmart-australia-limited,retail,linkedin.com/company/kmart-australia-limited,,kmart australia limited,,10001+,kmart.com.au
141742,australia,1977.0,mosaic-brands-ltd,retail,linkedin.com/company/mosaic-brands-ltd,rosebery,mosaic brands ltd,new south wales,5001-10000,mosaicbrandslimited.com.au
151847,australia,,department-of-transport-and-main-roads,government administration,linkedin.com/company/department-of-transport-and-main-roads,brisbane,department of transport and main roads,queensland,5001-10000,tmr.qld.gov.au
173849,australia,1896.0,mss-security,security and investigations,linkedin.com/company/mss-security,,mss security,,5001-10000,msssecurity.com.au
187626,australia,1899.0,hella-australia,automotive,linkedin.com/company/hella-australia,mentone,hella australia pty ltd,victoria,10001+,hella.com.au
37065,australia,1999.0,gwin,facilities services,linkedin.com/company/gwin,richmond,globe williams international,victoria,10001+,globewilliams.com
48727,australia,1951.0,programmed-newcastle-nsw,facilities services,linkedin.com/company/programmed-newcastle-nsw,waratah,programmed property services - newcastle nsw,new south wales,10001+,programmedpaintingservices.com.au
108743,australia,1984.0,sewellsmsxi,automotive,linkedin.com/company/sewellsmsxi,,sewells msxi,victoria,5001-10000,sewells-msxi.com
156342,australia,1995.0,transit-systems-australia,transportation/trucking/railroad,linkedin.com/company/transit-systems-australia,melbourne street station,transit systems australia,queensland,5001-10000,transitsystems.com.au
162814,australia,,queensland-government,government administration,linkedin.com/company/queensland-government,brisbane,queensland government,queensland,10001+,qld.gov.au
168403,australia,1835.0,anz,banking,linkedin.com/company/anz,melbourne,anz,victoria,10001+,anz.com
4248,australia,,mantra-group,hospitality,linkedin.com/company/mantra-group,surfers paradise,mantra group,queensland,5001-10000,mantragroup.com.au
22413,australia,,queensland-corrective-services,government administration,linkedin.com/company/queensland-corrective-services,brisbane,queensland corrective services,queensland,5001-10000,correctiveservices.qld.gov.au
46262,australia,1996.0,web-design-melbourne,architecture & planning,linkedin.com/company/web-design-melbourne,melbourne,web design melbourne,victoria,10001+,lowcostwebdesign.com.au
52820,australia,1949.0,adpaustralia,financial services,linkedin.com/company/adpaustralia,,adp australia and new zealand,,10001+,adppayroll.com.au
89854,australia,2009.0,ardent-leisure-group,entertainment,linkedin.com/company/ardent-leisure-group,north sydney,ardent leisure group,new south wales,5001-10000,ardentleisure.com.au
91463,australia,1829.0,technical-university-of-denmark,research,linkedin.com/company/technical-university-of-denmark,denmark,technical university of denmark,western australia,5001-10000,dtu.dk
97162,australia,2004.0,jetstar-airways,airlines/aviation,linkedin.com/company/jetstar-airways,collingwood,jetstar airways,victoria,5001-10000,jetstar.com
103368,australia,1974.0,deakin-university,higher education,linkedin.com/company/deakin-university,burwood,deakin university,victoria,5001-10000,deakin.edu.au
108730,australia,1985.0,jaspers-verhuur,retail,linkedin.com/company/jaspers-verhuur,,jaspers verhuur,,10001+,jaspers-verhuur.nl
152134,australia,,st-vincents-care-services,hospital & health care,linkedin.com/company/st-vincents-care-services,bowen hills,st vincent's care services,queensland,5001-10000,svcs.org.au
152637,australia,1983.0,domino's-pizza-enterprises-limited,retail,linkedin.com/company/domino's-pizza-enterprises-limited,,domino's pizza enterprises limited,,10001+,dominos.com.au
156429,australia,2000.0,origin-energy,oil & energy,linkedin.com/company/origin-energy,,origin energy,,5001-10000,originenergy.com.au
159895,australia,2006.0,japara,hospital & health care,linkedin.com/company/japara,,japara healthcare limited,,5001-10000,japara.com.au
176016,australia,1901.0,iss-facility-services-a-s,facilities services,linkedin.com/company/iss-facility-services-a-s,denmark,iss a/s,western australia,10001+,issworld.com
183793,australia,,sydney,marketing and advertising,linkedin.com/company/sydney,sydney,sydney,new south wales,10001+,ssr-ltd.com
195920,australia,2017.0,libertyaustralia,mining & metals,linkedin.com/company/libertyaustralia,,liberty onesteel,south australia,5001-10000,libertygfg.com
212508,australia,1994.0,navitas_2,education management,linkedin.com/company/navitas_2,perth,navitas,western australia,5001-10000,navitas.com
190,australia,1973.0,mothersdental,medical devices,linkedin.com/company/mothersdental,adelaide,mothers intetnational,south australia,5001-10000,mothers-international.com
21467,australia,2015.0,ventia-pty-ltd,facilities services,linkedin.com/company/ventia-pty-ltd,,ventia pty ltd,,10001+,ventia.com.au
29765,australia,,department-of-communities-child-safety-and-disability-services-qld-,individual & family services,linkedin.com/company/department-of-communities-child-safety-and-disability-services-qld-,brisbane,"department of communities, child safety and disability services",queensland,5001-10000,communities.qld.gov.au
39536,australia,2000.0,ebara-pumps-australia,industrial automation,linkedin.com/company/ebara-pumps-australia,bayswater,ebara pumps australia pty ltd.,victoria,10001+,ebara.com.au
49516,australia,,kerry-logistics-cold-chain-australia,logistics and supply chain,linkedin.com/company/kerry-logistics-cold-chain-australia,,kerry logistics cold chain australia,victoria,10001+,kerrylogisticscoldchain.com.au
94244,australia,1927.0,zimmerbiometaustralianewzealand,medical devices,linkedin.com/company/zimmerbiometaustralianewzealand,belrose,zimmer biomet anz,new south wales,10001+,zimmerbiomet.com.au
99053,australia,,macquarie-university,higher education,linkedin.com/company/macquarie-university,ryde,macquarie university,new south wales,5001-10000,mq.edu.au
215191,australia,,first-choice-liquor-market,retail,linkedin.com/company/first-choice-liquor-market,,first choice liquor market,victoria,5001-10000,firstchoiceliquormarket.com.au
17319,australia,2015.0,crystal-software-solutions-pty-ltd,information technology and services,linkedin.com/company/crystal-software-solutions-pty-ltd,mount waverley,crystal software solutions pty ltd,victoria,5001-10000,crystalsoft.com.au
21763,australia,2006.0,g8-education-ltd,education management,linkedin.com/company/g8-education-ltd,varsity lakes,g8 education ltd,queensland,10001+,g8education.edu.au
26450,australia,2004.0,fcm-travel-solutions-australia,"leisure, travel & tourism",linkedin.com/company/fcm-travel-solutions-australia,,fcm travel solutions australia,,10001+,fcmtravel.com
38894,australia,1993.0,ahs-hospitality,hospitality,linkedin.com/company/ahs-hospitality,melbourne,ahs hospitality - a chandler macleod group business,victoria,5001-10000,ahshospitality.com.au
58980,australia,,curtinuniversity,higher education,linkedin.com/company/curtinuniversity,bentley,curtin university,western australia,5001-10000,curtin.edu.au
138944,australia,,wa-government,government administration,linkedin.com/company/wa-government,perth,the government of western australia,western australia,10001+,wa.gov.au
145803,australia,2011.0,australian-e-learning-association,e-learning,linkedin.com/company/australian-e-learning-association,brisbane,australian e-learning association,queensland,10001+,australianelearningassociation.com.au
157808,australia,2008.0,freelancing-on-website,information technology and services,linkedin.com/company/freelancing-on-website,,freelancer.com,new south wales,10001+,freelancer.in
160370,australia,1997.0,globelink-international,logistics and supply chain,linkedin.com/company/globelink-international,,globelink international,,10001+,globelink.com.au
163764,australia,1893.0,svhm,hospital & health care,linkedin.com/company/svhm,fitzroy,st vincent's hospital melbourne,victoria,5001-10000,svhm.org.au
201298,australia,,hagemeyer,wholesale,linkedin.com/company/hagemeyer,,hagemeyer,,10001+,hagemeyer.com
209374,australia,1901.0,telstra,telecommunications,linkedin.com/company/telstra,,telstra,victoria,10001+,telstra.com
216797,australia,2013.0,answercrowd,market research,linkedin.com/company/answercrowd,,answercrowd,,10001+,answercrowd.com.au
217779,australia,1941.0,crawford-&-company-australia,insurance,linkedin.com/company/crawford-&-company-australia,,crawford & company australia,act,5001-10000,crawco.com.au
218846,australia,,queensland-department-of-education,government administration,linkedin.com/company/queensland-department-of-education,,queensland department of education,,10001+,qed.qld.gov.au
4926,australia,1981.0,flight-centre,"leisure, travel & tourism",linkedin.com/company/flight-centre,melbourne street station,flight centre travel group,queensland,10001+,flightcentre.com.au
13779,australia,1941.0,compass-group-australia,hospitality,linkedin.com/company/compass-group-australia,,compass group - ess,,10001+,compass-group.com.au
24471,australia,,australiangovernment,government relations,linkedin.com/company/australiangovernment,canberra,australian government,act,10001+,australia.gov.au
40345,australia,1881.0,vinniesnsw,non-profit organization management,linkedin.com/company/vinniesnsw,lewisham,st vincent de paul society nsw,new south wales,10001+,vinnies.org.au
45399,australia,1994.0,apmservices,staffing and recruiting,linkedin.com/company/apmservices,perth,apm,western australia,5001-10000,apm.net.au
81735,australia,1982.0,harvey-norman,retail,linkedin.com/company/harvey-norman,,harvey norman,,10001+,harveynorman.com.au
82510,australia,1991.0,uxc-eclipse,information technology and services,linkedin.com/company/uxc-eclipse,sydney,uxc eclipse,new south wales,10001+,uxceclipse.com.au
86989,australia,1958.0,lend-lease,construction,linkedin.com/company/lend-lease,,lendlease,,10001+,lendlease.com
97081,australia,1993.0,specialty-fashion-group,apparel & fashion,linkedin.com/company/specialty-fashion-group,sydney,specialty fashion group,new south wales,5001-10000,specialtyfashiongroup.com.au
104853,australia,1851.0,bhp,mining & metals,linkedin.com/company/bhp,melbourne,bhp billiton,victoria,10001+,bhp.com
107586,australia,1969.0,macquariegroup,financial services,linkedin.com/company/macquariegroup,,macquarie group,,10001+,macquarie.com
107680,australia,1969.0,dlg,farming,linkedin.com/company/dlg,denmark,dlg,western australia,5001-10000,dlg.dk
111895,australia,2005.0,estia-health,hospital & health care,linkedin.com/company/estia-health,sydney,estia health,new south wales,5001-10000,estiahealth.com.au
125843,australia,1976.0,international-cost-engineering-council,non-profit organization management,linkedin.com/company/international-cost-engineering-council,,international cost engineering council,act,10001+,icoste.org
138171,australia,1997.0,seek,online media,linkedin.com/company/seek,melbourne,seek,victoria,5001-10000,seek.com.au
140533,australia,,university-of-melbourne,higher education,linkedin.com/company/university-of-melbourne,,university of melbourne,,10001+,unimelb.edu.au
186026,australia,1983.0,aramex-australia,package/freight delivery,linkedin.com/company/aramex-australia,,aramex australia,new south wales,10001+,aramex.com.au
202821,australia,2000.0,the-enchanted-ball,financial services,linkedin.com/company/the-enchanted-ball,,the enchanted ball,,10001+,enchantedball.com.au
472,australia,1998.0,digital-instinct,gambling & casinos,linkedin.com/company/digital-instinct,brisbane,digital instinct,queensland,5001-10000,digitalinstinct.com.au
37976,australia,2009.0,aurecon,management consulting,linkedin.com/company/aurecon,docklands,aurecon,victoria,5001-10000,aurecongroup.com
69713,australia,1812.0,citigold,financial services,linkedin.com/company/citigold,brisbane,citigold,queensland,10001+,citigoldaustralia.com.au
74761,australia,2017.0,awsmining,investment management,linkedin.com/company/awsmining,sydney,aws mining,new south wales,5001-10000,awsnova.com
82864,australia,,cengageanz,publishing,linkedin.com/company/cengageanz,south melbourne,cengage australia,victoria,5001-10000,cengage.com.au
84188,australia,1962.0,taco-bell-australia,restaurants,linkedin.com/company/taco-bell-australia,hamilton,taco bell australia,queensland,10001+,tacobell.com.au
85572,australia,2011.0,thestar-entertainment-group,gambling & casinos,linkedin.com/company/thestar-entertainment-group,,the star entertainment group,,5001-10000,starentertainmentgroup.com.au
98926,australia,,sims-limited,internet,linkedin.com/company/sims-limited,mascot,sims metal management limited,new south wales,5001-10000,simsng.com
99460,australia,1924.0,woolworths-group,retail,linkedin.com/company/woolworths-group,,woolworths limited,,10001+,woolworthsgroup.com.au
100259,australia,1946.0,australian-association-of-social-workers-aasw-,mental health care,linkedin.com/company/australian-association-of-social-workers-aasw-,,australian association of social workers (aasw),act,5001-10000,aasw.asn.au
104141,australia,,university-of-sydney,higher education,linkedin.com/company/university-of-sydney,,university of sydney,,10001+,sydney.edu.au
129078,australia,1970.0,ugl-limited,mechanical or industrial engineering,linkedin.com/company/ugl-limited,,ugl limited,,5001-10000,ugllimited.com
149165,australia,1991.0,singtel-optus-pty-limited,telecommunications,linkedin.com/company/singtel-optus-pty-limited,melbourne,singtel optus pty limited,victoria,5001-10000,cleverbuoys.com
178828,australia,2016.0,fitnessandlifestylegroup,"health, wellness and fitness",linkedin.com/company/fitnessandlifestylegroup,melbourne street station,fitness and lifestyle group,queensland,5001-10000,fitnessandlifestylegroup.com.au
208193,australia,1896.0,kurz-australia-pty-ltd,packaging and containers,linkedin.com/company/kurz-australia-pty-ltd,,kurz australia pty. ltd.,new south wales,5001-10000,kurz.com.au
12921,australia,1985.0,healthscope,hospital & health care,linkedin.com/company/healthscope,melbourne,healthscope,victoria,10001+,healthscope.com.au
39689,australia,,bolton-clarke,hospital & health care,linkedin.com/company/bolton-clarke,brisbane,bolton clarke,queensland,5001-10000,boltonclarke.com.au
52271,australia,1896.0,moore-corporation,printing,linkedin.com/company/moore-corporation,,moore corporation,,10001+,moore.com.au
81232,australia,1914.0,wesfarmers,retail,linkedin.com/company/wesfarmers,,wesfarmers,,10001+,wesfarmers.com.au
108904,australia,2017.0,justicewagov,government administration,linkedin.com/company/justicewagov,perth,department of corrective services,western australia,5001-10000,justice.wa.gov.au
133971,australia,1965.0,university-of-newcastle,higher education,linkedin.com/company/university-of-newcastle,newcastle,university of newcastle,new south wales,5001-10000,newcastle.edu.au
146698,australia,1961.0,geelong-business-club,events services,linkedin.com/company/geelong-business-club,geelong,geelong business club,victoria,5001-10000,geelongbusinessclub.org.au
149628,australia,1911.0,university-of-western-australia,higher education,linkedin.com/company/university-of-western-australia,perth,the university of western australia,western australia,5001-10000,uwa.edu.au
171302,australia,1919.0,reece-australia,retail,linkedin.com/company/reece-australia,burwood,reece group,victoria,5001-10000,reecegroup.com.au
176815,australia,,catholic-education-office-of-western-australia,education management,linkedin.com/company/catholic-education-office-of-western-australia,leederville,catholic education western australia,western australia,10001+,ceo.wa.edu.au
186213,australia,2020.0,australian-department-of-agriculture-water-and-the-environment,government administration,linkedin.com/company/australian-department-of-agriculture-water-and-the-environment,canberra,"australian department of agriculture, water and the environment",act,5001-10000,awe.gov.au
188172,australia,2016.0,wasp-website-admin-support-perth,executive office,linkedin.com/company/wasp-website-admin-support-perth,perth,wasp website admin support perth,western australia,10001+,waspwa.com.au
219180,australia,1969.0,northgatearinso-anz,human resources,linkedin.com/company/northgatearinso-anz,south melbourne,northgatearinso anz,victoria,5001-10000,ngahr.com.au
1927,australia,,wspaustralia&newzealand,civil engineering,linkedin.com/company/wspaustralia&newzealand,,wsp in australia & new zealand,,10001+,wsp-pb.com
4441,australia,,bearcat-tyres-camoplast-solideal-inc-,wholesale,linkedin.com/company/bearcat-tyres-camoplast-solideal-inc-,,bearcat tyres (camoplast solideal inc),,5001-10000,bearcat.com.au
16746,australia,,john-holland,construction,linkedin.com/company/john-holland,melbourne,john holland,victoria,5001-10000,johnholland.com.au
60834,australia,1856.0,gm_holden,automotive,linkedin.com/company/gm_holden,port melbourne,gm holden,victoria,5001-10000,holden.com.au
65739,australia,1918.0,inghams-group-limited,food production,linkedin.com/company/inghams-group-limited,,inghams group limited,,5001-10000,inghams.com.au
98421,australia,,department-for-education-sa,government administration,linkedin.com/company/department-for-education-sa,adelaide,"department for education, south australia",south australia,10001+,education.sa.gov.au
138607,australia,1885.0,tasgoveducation,education management,linkedin.com/company/tasgoveducation,hobart,"department of education, tasmania",tasmania,10001+,education.tas.gov.au
170231,australia,1966.0,pentair-australia-and-new-zealand,mechanical or industrial engineering,linkedin.com/company/pentair-australia-and-new-zealand,,pentair australia and new zealand,victoria,10001+,pentair.com.au
171520,australia,1954.0,meals-on-wheels-australia,non-profit organization management,linkedin.com/company/meals-on-wheels-australia,brendale,meals on wheels australia,queensland,10001+,mealsonwheels.org.au
195830,australia,2020.0,responseorgau,hospital & health care,linkedin.com/company/responseorgau,south yarra,response australia,victoria,5001-10000,response.org.au
197276,australia,1997.0,jardine-lloyd-thompson-australia,insurance,linkedin.com/company/jardine-lloyd-thompson-australia,,jardine lloyd thompson australia,,10001+,jlta.com.au
201533,australia,,mckesson-asia-pacific,hospital & health care,linkedin.com/company/mckesson-asia-pacific,,mckesson asia-pacific,,10001+,mckesson.com.au
5637,australia,1910.0,amalgamated-holdings-limited,entertainment,linkedin.com/company/amalgamated-holdings-limited,,event hospitality & entertainment limited,,5001-10000,evt.com
7866,australia,1941.0,australianairforcecadets,defense & space,linkedin.com/company/australianairforcecadets,canberra,australian air force cadets,act,5001-10000,airforcecadets.gov.au
31473,australia,1887.0,rmit-university,higher education,linkedin.com/company/rmit-university,melbourne,rmit university,victoria,10001+,rmit.edu.au
47241,australia,1911.0,commonwealthbank,financial services,linkedin.com/company/commonwealthbank,,commonwealth bank,,10001+,commbank.com.au
49950,australia,1973.0,spotlight,retail,linkedin.com/company/spotlight,,spotlight retail group (srg),,5001-10000,spotlightgroup.com
61257,australia,2012.0,enabled-employment,staffing and recruiting,linkedin.com/company/enabled-employment,,enabled employment,act,5001-10000,enabledemployment.com
64001,australia,1817.0,westpac-group,banking,linkedin.com/company/westpac-group,sydney,westpac group,new south wales,10001+,westpac.com.au
71903,australia,,alh-group,hospitality,linkedin.com/company/alh-group,south yarra,alh group,victoria,10001+,alhgroup.com.au
84091,australia,1928.0,bluescope-steel,building materials,linkedin.com/company/bluescope-steel,melbourne,bluescope steel,victoria,10001+,bluescope.com
142407,australia,1991.0,collabera-australia,staffing and recruiting,linkedin.com/company/collabera-australia,melbourne,collabera australia,victoria,10001+,collabera.com.au
149999,australia,1849.0,amp,financial services,linkedin.com/company/amp,,amp,,5001-10000,amp.com.au
150051,australia,1991.0,university-of-south-australia,higher education,linkedin.com/company/university-of-south-australia,adelaide,university of south australia,south australia,5001-10000,unisa.edu.au
152196,australia,2015.0,db-cloud-art,information technology and services,linkedin.com/company/db-cloud-art,,db cloud art,,10001+,dbcloudart.com
158635,australia,2010.0,aurizon,transportation/trucking/railroad,linkedin.com/company/aurizon,fortitude valley,aurizon,queensland,5001-10000,aurizon.com.au
166187,australia,1954.0,meals-on-wheels-sa-inc,non-profit organization management,linkedin.com/company/meals-on-wheels-sa-inc,,meals on wheels (sa) inc,,5001-10000,mealsonwheelssa.org.au
195836,australia,1940.0,nexansolexau,electrical/electronic manufacturing,linkedin.com/company/nexansolexau,,nexans olex,,10001+,olex.com.au
205004,australia,,australian-culinary-federation,non-profit organization management,linkedin.com/company/australian-culinary-federation,kew east,australian culinary federation,victoria,5001-10000,austculinary.com.au
45694,australia,2005.0,willing-workers,human resources,linkedin.com/company/willing-workers,,willing workers,,5001-10000,willing-workers.com.au
53283,australia,1934.0,securitas-australia,security and investigations,linkedin.com/company/securitas-australia,melbourne,securitas australia,victoria,10001+,securitas-australia.com.au
60670,australia,,queensland-health,hospital & health care,linkedin.com/company/queensland-health,brisbane,queensland health,queensland,10001+,health.qld.gov.au
85852,australia,1998.0,barwon-health,hospital & health care,linkedin.com/company/barwon-health,geelong,barwon health,victoria,5001-10000,barwonhealth.org.au
85856,australia,1942.0,australian-federal-police-association,law enforcement,linkedin.com/company/australian-federal-police-association,,australian federal police association,,5001-10000,afpa.org.au
86127,australia,1994.0,life-without-barriers,individual & family services,linkedin.com/company/life-without-barriers,,life without barriers,,5001-10000,lwb.org.au
114710,australia,1926.0,target-australia-pty-ltd,retail,linkedin.com/company/target-australia-pty-ltd,,target australia,victoria,10001+,target.com.au
127087,australia,1946.0,tnt-australia,package/freight delivery,linkedin.com/company/tnt-australia,,tnt australia,,10001+,tnt.careers
140897,australia,1999.0,sooncorp,investment banking,linkedin.com/company/sooncorp,,sooncorp,,10001+,sooncorp.com
142380,australia,,wilson-security,security and investigations,linkedin.com/company/wilson-security,,wilson security,,5001-10000,wilsonsecurity.com.au
153884,australia,1838.0,south-australia-police,law enforcement,linkedin.com/company/south-australia-police,,south australia police,,5001-10000,police.sa.gov.au
160610,australia,1953.0,western-health,hospital & health care,linkedin.com/company/western-health,footscray,western health,victoria,5001-10000,westernhealth.org.au
196269,australia,1968.0,5asec,consumer services,linkedin.com/company/5asec,maroubra,5àsec,new south wales,5001-10000,5asec.com
106,australia,1964.0,ramsay-health-care,hospital & health care,linkedin.com/company/ramsay-health-care,sydney,ramsay health care,new south wales,10001+,ramsayhealth.com.au
3033,australia,2010.0,lovisa-pty-ltd,retail,linkedin.com/company/lovisa-pty-ltd,,lovisa pty ltd,,5001-10000,lovisa.com.au
43514,australia,2013.0,leaders-it-services,information technology and services,linkedin.com/company/leaders-it-services,,leaders it services,,10001+,leaders.com.au
48867,australia,2003.0,fortescue-metals-group,mining & metals,linkedin.com/company/fortescue-metals-group,east perth,fortescue metals group,western australia,5001-10000,fmgl.com.au
76529,australia,1985.0,maanz-marketing-international,marketing and advertising,linkedin.com/company/maanz-marketing-international,melbourne,maanz marketing international,victoria,5001-10000,marketing.org.au
